Module	Section	Sample Name	Source
Picard	HsMetrics	cfDNA000071_S6-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/cfDNA000071_S6-subsamp18M-s18_hs_metrics.txt
Picard	HsMetrics	cfDNA000064_S17-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/cfDNA000064_S17-subsamp18M-s18_hs_metrics.txt
Picard	HsMetrics	cfDNA000072_S4-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/cfDNA000072_S4-subsamp18M-s18_hs_metrics.txt
Picard	HsMetrics	cfDNA000063_S3-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/cfDNA000063_S3-subsamp18M-s18_hs_metrics.txt
Picard	HsMetrics	cfDNA000093_S26-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/cfDNA000093_S26-subsamp18M-s18_hs_metrics.txt
Picard	HsMetrics	cfDNA000087_S10-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/cfDNA000087_S10-subsamp18M-s18_hs_metrics.txt
Picard	HsMetrics	cfDNA000083_S22-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/cfDNA000083_S22-subsamp18M-s18_hs_metrics.txt
Picard	HsMetrics	cfDNA000080_S8-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/cfDNA000080_S8-subsamp18M-s18_hs_metrics.txt
Picard	HsMetrics	cfDNA000058_S1-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/cfDNA000058_S1-subsamp18M-s18_hs_metrics.txt
Picard	HsMetrics	cfDNA000069_S5-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/cfDNA000069_S5-subsamp18M-s18_hs_metrics.txt
Picard	HsMetrics	cfDNA000074_S6-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/cfDNA000074_S6-subsamp18M-s18_hs_metrics.txt
Picard	HsMetrics	cfDNA000090_S12-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/cfDNA000090_S12-subsamp18M-s18_hs_metrics.txt
Picard	DuplicationMetrics	lambda.DNA032997_S29-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/dualindex/rm_optical_dups/lambda.DNA032997_S29-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	DNA032998_S30-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/dualindex/rm_optical_dups/DNA032998_S30-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	lambda.DNA032998_S30-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/dualindex/rm_optical_dups/lambda.DNA032998_S30-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	DNA032997_S29-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/dualindex/rm_optical_dups/DNA032997_S29-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	lambda.cfDNA000082_S9-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/lambda.cfDNA000082_S9-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	lambda.DNA027586_S12-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/lambda.DNA027586_S12-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	lambda.cfDNA000098_S15-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/lambda.cfDNA000098_S15-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	lambda.cfDNA000092_S13-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/lambda.cfDNA000092_S13-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	lambda.cfDNA000074_S6-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/lambda.cfDNA000074_S6-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	cfDNA000085_S10-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/cfDNA000085_S10-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	cfDNA000097_S27-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/cfDNA000097_S27-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	lambda.DNA027585_S11-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/lambda.DNA027585_S11-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	lambda.cfDNA000058_S1-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/lambda.cfDNA000058_S1-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	lambda.cfDNA000078_S7-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/lambda.cfDNA000078_S7-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	lambda.cfDNA000097_S27-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/lambda.cfDNA000097_S27-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	lambda.cfDNA000061_S16-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/lambda.cfDNA000061_S16-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	cfDNA000075_S20-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/cfDNA000075_S20-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	cfDNA000098_S15-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/cfDNA000098_S15-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	cfDNA000074_S6-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/cfDNA000074_S6-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	lambda.cfDNA000076_S7-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/lambda.cfDNA000076_S7-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	lambda.cfDNA000077_S21-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/lambda.cfDNA000077_S21-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	cfDNA000081_S9-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/cfDNA000081_S9-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	lambda.cfDNA000091_S13-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/lambda.cfDNA000091_S13-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	lambda.cfDNA000090_S12-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/lambda.cfDNA000090_S12-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	cfDNA000096_S15-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/cfDNA000096_S15-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	lambda.cfDNA000060_S2-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/lambda.cfDNA000060_S2-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	lambda.cfDNA000079_S8-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/lambda.cfDNA000079_S8-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	lambda.cfDNA000075_S20-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/lambda.cfDNA000075_S20-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	lambda.cfDNA000096_S15-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/lambda.cfDNA000096_S15-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	cfDNA000076_S7-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/cfDNA000076_S7-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	lambda.cfDNA000080_S8-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/lambda.cfDNA000080_S8-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	cfDNA000069_S5-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/cfDNA000069_S5-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	cfDNA000057_S15-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/cfDNA000057_S15-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	cfDNA000061_S16-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/cfDNA000061_S16-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	lambda.cfDNA000072_S4-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/lambda.cfDNA000072_S4-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	cfDNA000093_S26-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/cfDNA000093_S26-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	cfDNA000089_S25-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/cfDNA000089_S25-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	lambda.cfDNA000066_S3-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/lambda.cfDNA000066_S3-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	lambda.cfDNA000064_S17-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/lambda.cfDNA000064_S17-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	lambda.cfDNA000099_S28-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/lambda.cfDNA000099_S28-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	cfDNA000077_S21-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/cfDNA000077_S21-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	lambda.cfDNA000089_S25-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/lambda.cfDNA000089_S25-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	lambda.cfDNA000083_S22-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/lambda.cfDNA000083_S22-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	lambda.cfDNA000081_S9-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/lambda.cfDNA000081_S9-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	lambda.cfDNA000067_S19-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/lambda.cfDNA000067_S19-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	lambda.cfDNA000088_S11-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/lambda.cfDNA000088_S11-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	cfDNA000099_S28-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/cfDNA000099_S28-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	cfDNA000060_S2-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/cfDNA000060_S2-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	cfDNA000064_S17-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/cfDNA000064_S17-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	cfDNA000088_S11-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/cfDNA000088_S11-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	lambda.cfDNA000093_S26-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/lambda.cfDNA000093_S26-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	lambda.cfDNA000094_S14-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/lambda.cfDNA000094_S14-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	cfDNA000092_S13-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/cfDNA000092_S13-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	cfDNA000094_S14-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/cfDNA000094_S14-subsamp18M-s18_MarkDuplicates.txt
Picard	DuplicationMetrics	cfDNA000059_S1-subsamp18M-s18_R1_001_val_1	/kyukon/data/gent/vo/000/gvo00027/vsc42220/RVP1808_TubeStudy/subsampled_reads_PE/singleindex/rm_optical_dups/cfDNA000059_S1-subsamp18M-s18_MarkDuplicates.txt
